Det,Location,Target,Formula,C0,C1_sW13,C2_switch,C3_canyon,a_thresh,has_H_term,A,k
1,Street,RadiusP,additive,7.690021869135953,-0.576571595484455,2.4106257714937183,0.5974609462289209,1.0,1.0,,
2,Intersection,RadiusP,additive,10.174066615370906,-1.1538259603311378,1.9716352308483778,0.603157371407495,2.0,1.0,,
1,Street,RadiusI,log,,,,,,,11.896930012371248,0.09819819371696699
2,Intersection,RadiusI,log,,,,,,,12.831803895300737,0.08169675058812946
