iteration,conv_P,conv_I,z_P,z_I,worst,conv_P_r2,conv_I_r2
57,9.69921234380399,8.217704926328253,8.458229098723278,13.059381973419931,13.059381973419931,0.9487899676722096,0.9490198997246893
58,6.946913146690468,6.15495247865042,8.477592291146191,11.147621131213455,11.147621131213455,0.9561377590751177,0.967718981715972
59,8.891581832981407,8.46923247922226,8.8081086026714,10.099080326978624,10.099080326978624,0.9609437272034277,0.955134386171914
60,7.648591411130648,7.938271679292357,9.197741221809844,10.755471301942718,10.755471301942718,0.9308641453476274,0.9335495180111276
61,13.700115809170391,9.080979243382512,9.972461572855734,16.173412319552625,16.173412319552625,0.9208065431460222,0.9695320839369155
62,6.437113323743499,10.618044171449396,10.482846440714159,12.889338061984295,12.889338061984295,0.9731312966264137,0.9502701967209278
63,8.752213165347396,8.197188083024852,8.896940722924224,12.245861180792618,12.245861180792618,0.92136038553669,0.9270480751270835
64,8.694147969807299,9.344429772705725,8.998868225891929,10.642302394232752,10.642302394232752,0.9256904924567269,0.9223677362813627
65,10.61973108968327,9.91955845677068,9.374290472733746,10.868582511717797,10.868582511717797,0.9649546638305909,0.958007554277224
66,6.777558489049494,7.651605058995546,9.533154376743843,11.864292326680232,11.864292326680232,0.9472659603591955,0.937114604972963
67,11.980823648139719,10.652404573287763,11.96789811679436,12.902158163049569,12.902158163049569,0.8745197497190207,0.9027716189597729
68,9.112437817513571,7.532020416962512,9.635238690677639,15.137685302616315,15.137685302616315,0.8994073045683444,0.9421866192962558
69,6.729092483761632,6.721373249338073,9.143912734051474,10.086410709309055,10.086410709309055,0.9444355416847023,0.9468906757943992
70,7.395698448068691,9.2671501713829,8.50879728197408,10.607692187753425,10.607692187753425,0.9641519204640425,0.9459610285107743
71,9.740602273733371,7.571875506885087,9.805198638146534,13.8926725175631,13.8926725175631,0.9173705552392856,0.9520079653661224
72,8.52267221842993,5.357104422151878,8.318282811126839,11.171098001725744,11.171098001725744,0.9527765616129654,0.9736446493993263
73,7.173385345358178,8.384174571911956,10.430601505319474,10.16854387719248,10.430601505319474,0.9739636995588032,0.9592565267707911
74,7.0421046232335724,8.95571980590623,9.204954792162027,10.400334264889082,10.400334264889082,0.9751676874556773,0.9651725608656518
75,9.028363953597246,11.578640497194375,9.58460686924981,13.281356215151929,13.281356215151929,0.9780272797745825,0.9483608681486041
76,7.412989741065312,9.727192318537572,9.990596072148769,13.661591161188882,13.661591161188882,0.9597171371039139,0.9412791697949493
77,6.532087486067555,8.005288274792887,9.425901314330686,10.997860994005924,10.997860994005924,0.9818715040968661,0.9657863932597864
78,6.513642617637869,8.184999570992044,10.249955983479095,11.59140371546267,11.59140371546267,0.9466332955694068,0.9464653097770928
79,6.133330558192516,8.682467187105278,8.676556064004412,11.614917468516758,11.614917468516758,0.9649547404797227,0.9256240358164302
80,8.501667489600786,7.737537931485396,10.189886598262932,13.170014841228362,13.170014841228362,0.9413220785975468,0.9710055377367952
81,9.466306408586819,7.000173248861619,8.297795034147677,9.592369841125489,9.592369841125489,0.9278732014373626,0.9621346540283391
82,8.373393178552774,8.238965720464156,8.74279608927799,11.604145657903905,11.604145657903905,0.9060337432409992,0.9364071309607819
83,8.022237035288956,10.403512035247445,8.81166769853401,8.040961470972388,10.403512035247445,0.9820506122809841,0.9551560633351741
84,9.41632232835047,7.161935346215656,8.646839361651232,9.150332696873125,9.41632232835047,0.9338613240975999,0.9490221291769971
85,7.952694379248429,10.471986489727195,8.839703718538521,11.335305437945202,11.335305437945202,0.9599648189288316,0.9400965772961811
86,9.492000796894258,7.844429766344957,8.909919014187173,10.397724926084665,10.397724926084665,0.9479605424740466,0.959663271249051
87,11.413063191468332,8.585129768601304,9.187911581876495,12.23454491790303,12.23454491790303,0.8715567092533703,0.9148188539005253
88,8.132487730403682,8.987012622855845,8.620385532610891,11.89266558844869,11.89266558844869,0.9422337423533049,0.9382680070709429
89,8.284717047471958,7.523648871648566,7.580995201931461,9.999973492100537,9.999973492100537,0.9498664872056749,0.964065696379882
90,11.650903830623067,6.306375971253754,9.556151696800677,10.856279488727486,11.650903830623067,0.948755609561923,0.973418268878341
91,10.291431893696759,7.705428295586919,8.671847291679509,11.794225991775058,11.794225991775058,0.9205280614724317,0.9484964554977365
92,10.229267395475514,9.547058713052659,7.913014970101129,10.479121456672868,10.479121456672868,0.9025544937662676,0.8955488289228681
93,5.4263556746188515,8.648936843639083,8.306091543179681,9.336421587783455,9.336421587783455,0.9771046170161098,0.9459388033428101
94,7.199668609192797,7.306047051486873,9.000610312071071,10.40382362555446,10.40382362555446,0.9482359896906695,0.9403916312417439
95,8.078455636113421,7.397117243344366,9.063740464964818,9.968424244707903,9.968424244707903,0.93852640030889,0.9409149144020735
96,9.119038710026777,9.290654919925304,9.467640920077153,13.349565030684168,13.349565030684168,0.9195853686866775,0.9359615996279306
97,9.408081830403251,7.758498751745059,9.309084180421594,13.2725231260339,13.2725231260339,0.9304480637393645,0.9527571779258728
98,8.60226772260981,8.189093431149393,8.728766417683529,11.990137333034182,11.990137333034182,0.9557792972488346,0.9344909536120728
99,5.830987535243783,8.668320023419223,8.20874773849118,9.79233997318139,9.79233997318139,0.982582432270786,0.9599547608071167
