Config,Z,P_ff,I_ff,MaxR_P,MaxR_I
config_10_det1_b15_s20_h4_w50,1,1143.99309910078,724.976931135836,4.796483086595844,11.492622819652881
config_10_det1_b15_s20_h4_w50,2,226.084029078955,415.578696008349,11.71866889919486,12.497602789794726
config_10_det1_b15_s20_h4_w50,3,95.9537592016972,309.044693901097,12.354731130570935,14.923677114552971
config_10_det1_b15_s20_h4_w50,4,55.3066653883184,243.601640148777,16.66262869064552,32.111527743315776
config_10_det1_b15_s20_h4_w50,5,36.993922117345,199.162959091226,,34.05121884897425
config_10_det1_b15_s20_h4_w50,6,27.0813487792226,167.515272305283,,35.026778201779976
config_11_det1_b15_s20_h4_w500,1,1371.96964499226,1562.09876717853,11.732220856328649,12.909115605788543
config_11_det1_b15_s20_h4_w500,2,259.641330065364,879.048720659531,18.27469929804315,34.66368782273018
config_11_det1_b15_s20_h4_w500,3,105.27554977829,661.976402363107,35.7625396266671,45.00777055227729
config_11_det1_b15_s20_h4_w500,4,59.8243642194367,522.325202955406,45.42859718699494,45.61137330200937
config_11_det1_b15_s20_h4_w500,5,40.4077641479295,425.720697172114,,65.00578652238569
config_11_det1_b15_s20_h4_w500,6,30.0937750463872,358.05135977561,,66.80391158505178
config_11_det1_b15_s20_h4_w500,7,23.5282591644182,308.420236242715,,72.93365172956182
config_11_det1_b15_s20_h4_w500,8,19.0428108742971,270.599644012954,,88.64390939339071
config_11_det1_b15_s20_h4_w500,9,15.852309192731,240.900973795346,,99.05567724801105
config_11_det1_b15_s20_h4_w500,10,13.4989773933766,217.007292249313,,100.57525167753745
config_12_det1_b15_s20_h4_w1500,1,1482.77218730659,2195.12941567296,13.600694529457956,31.925498085659136
config_12_det1_b15_s20_h4_w1500,2,276.168535055985,1274.88781758312,34.80185311018363,45.08902571902325
config_12_det1_b15_s20_h4_w1500,3,110.489999377789,954.913490984421,54.349392484591995,64.97694167447966
config_12_det1_b15_s20_h4_w1500,4,62.265165672113,754.396736282332,80.01976140770114,67.02673503999151
config_12_det1_b15_s20_h4_w1500,5,41.3983921590561,615.089943611065,,76.98284409079
config_12_det1_b15_s20_h4_w1500,6,30.5947542861908,517.737731419071,,98.83207592857501
config_12_det1_b15_s20_h4_w1500,7,24.0675826659041,446.310779861523,,100.76661730689221
config_12_det1_b15_s20_h4_w1500,8,19.5984247045618,391.790936353185,,112.20538785214113
config_12_det1_b15_s20_h4_w1500,9,14.813237392189,347.069530043393,,133.94908354078376
config_12_det1_b15_s20_h4_w1500,10,12.2749345250106,314.281592480616,,144.0639095836154
config_12_det1_b15_s20_h4_w1500,11,10.3785968167878,286.18006793008,,153.72409774665053
config_13_det1_b15_s20_h12_w50,1,1143.99309910078,724.976931135836,4.082920412019968,11.500064784186147
config_13_det1_b15_s20_h12_w50,2,226.084029078955,415.578696008349,11.71866889919486,12.447647749274704
config_13_det1_b15_s20_h12_w50,3,95.9537592016972,309.044693901097,12.113184503383524,14.789647730342795
config_13_det1_b15_s20_h12_w50,4,55.3066653883184,243.601640148777,16.547454440096356,32.25411448213672
config_13_det1_b15_s20_h12_w50,5,36.993922117345,199.162959091226,,34.05121884897425
config_13_det1_b15_s20_h12_w50,6,27.0813487792226,167.515272305283,,34.68096221889634
config_14_det1_b15_s20_h12_w500,1,1371.96964499226,1562.09876717853,11.794993187746353,12.834864597326876
config_14_det1_b15_s20_h12_w500,2,259.641330065364,879.048720659531,18.15439801973,35.12869513070095
config_14_det1_b15_s20_h12_w500,3,105.27554977829,661.976402363107,35.79139307429953,45.29915501155345
config_14_det1_b15_s20_h12_w500,4,59.8243642194367,522.325202955406,43.31078884396697,65.61738805873489
config_14_det1_b15_s20_h12_w500,5,40.4077641479295,425.720697172114,,66.72995821588765
config_14_det1_b15_s20_h12_w500,6,30.0937750463872,358.05135977561,,74.33117778903232
config_14_det1_b15_s20_h12_w500,7,23.5282591644182,308.420236242715,,83.36944050004959
config_15_det1_b15_s20_h12_w1500,1,1482.77218730659,2195.12941567296,13.518949361388355,32.98781709063124
