Config,Z,P_ff,I_ff,MaxR_P,MaxR_I
config_28_det1_b30_s20_h4_w50,1,1143.99309910078,724.976931135836,3.74849969987994,11.07976929417688
config_28_det1_b30_s20_h4_w50,2,226.084029078955,415.578696008349,11.073265236896598,14.879255763935905
config_28_det1_b30_s20_h4_w50,3,95.9537592016972,309.044693901097,16.188957616214655,17.24966991532135
config_28_det1_b30_s20_h4_w50,4,55.3066653883184,243.601640148777,18.20242525292144,18.77607325558823
config_28_det1_b30_s20_h4_w50,5,36.993922117345,199.162959091226,20.33693805394622,21.56479803050275
config_28_det1_b30_s20_h4_w50,6,27.0813487792226,167.515272305283,24.15252396022343,24.786106763429366
config_28_det1_b30_s20_h4_w50,7,21.0130117246902,144.270449058323,,38.77733721314678
config_28_det1_b30_s20_h4_w50,8,16.9791838231912,126.567457936793,,42.04141545363092
config_29_det1_b30_s20_h4_w500,1,1371.96964499226,1562.09876717853,12.80292583598839,16.65336687586164
config_29_det1_b30_s20_h4_w500,2,259.641330065364,879.048720659531,19.44443892779551,24.891388090654857
config_29_det1_b30_s20_h4_w500,3,105.27554977829,661.976402363107,31.983136769630313,37.34448793340276
config_29_det1_b30_s20_h4_w500,4,59.8243642194367,522.325202955406,48.42900552280322,42.660043188016296
config_29_det1_b30_s20_h4_w500,5,40.4077641479295,425.720697172114,51.10284103919357,50.45542687739145
config_29_det1_b30_s20_h4_w500,6,30.0937750463872,358.05135977561,,58.86681956220802
config_29_det1_b30_s20_h4_w500,7,23.5282591644182,308.420236242715,,64.44059582412169
config_29_det1_b30_s20_h4_w500,8,19.0428108742971,270.599644012954,,89.34834247988269
config_29_det1_b30_s20_h4_w500,9,15.852309192731,240.900973795346,,90.91182861228775
config_29_det1_b30_s20_h4_w500,10,13.4989773933766,217.007292249313,,91.98528923426747
config_30_det1_b30_s20_h4_w1500,1,1482.77218730659,2195.12941567296,16.188957616214655,18.38004885880723
