Config,Z,P_ff,I_ff,MaxR_P,MaxR_I,beyond_P,beyond_I,RadiusEstimator
config_05_det1_b15_s5_h12_w500,1,1371.96964499226,1562.09876717853,14.62341151502106,26.847550002752797,False,False,p95
config_05_det1_b15_s5_h12_w500,2,259.641330065364,879.048720659531,26.79333308886744,38.23047155733772,False,False,p95
config_05_det1_b15_s5_h12_w500,3,105.27554977829,661.976402363107,36.60113867426107,46.894550222014246,False,False,p95
config_05_det1_b15_s5_h12_w500,4,59.8243642194367,522.325202955406,53.01998709414916,63.1101649999481,False,False,p95
config_05_det1_b15_s5_h12_w500,5,40.4077641479295,425.720697172114,72.17102094406421,77.92775350933866,False,False,p95
config_05_det1_b15_s5_h12_w500,6,30.0937750463872,358.05135977561,78.84571070667596,93.53179701899685,False,False,p95
config_05_det1_b15_s5_h12_w500,7,23.5282591644182,308.420236242715,87.03542619723866,107.72693452815108,False,False,p95
config_05_det1_b15_s5_h12_w500,8,19.0428108742971,270.599644012954,93.88677215570085,121.28811571297786,True,True,p95
config_05_det1_b15_s5_h12_w500,9,15.852309192731,240.900973795346,103.05363056098778,133.27027976010254,True,True,p95
config_05_det1_b15_s5_h12_w500,10,13.4989773933766,217.007292249313,106.50716444533258,146.89868991300239,True,True,p95
config_05_det1_b15_s5_h12_w500,11,11.7063849801001,197.385914003329,112.43145367617535,174.52741526058037,True,True,p95
config_05_det1_b15_s5_h12_w500,12,10.3024927250127,174.798447942669,118.6453908978932,182.0704426337778,True,True,p95
config_05_det1_b15_s5_h12_w500,13,8.2343773807999,165.736766297224,126.95554169817244,182.86434821588085,True,True,p95
config_05_det1_b15_s5_h12_w500,14,7.1387354334877,155.114313416779,137.07773471203922,186.343904264748,True,True,p95
config_05_det1_b15_s5_h12_w500,15,6.30992163133089,144.57194507965,188.72893126244415,196.004134989178,True,True,p95
config_05_det1_b15_s5_h12_w500,16,5.64079151507659,135.933108110648,233.32780804797113,205.82516451146932,True,True,p95
config_05_det1_b15_s5_h12_w500,17,5.12956312475836,128.020670362398,247.09131997035388,217.98795048265083,True,True,p95
config_05_det1_b15_s5_h12_w500,18,4.70918677317163,120.936071767983,257.57321024570285,230.70507711602784,True,True,p95
config_05_det1_b15_s5_h12_w500,19,4.34538602141658,114.666952954547,269.60577975387724,241.21231364649162,True,True,p95
config_05_det1_b15_s5_h12_w500,20,4.03167079521766,108.995763264335,273.68918636620015,249.05115586509726,True,True,p95
config_06_det1_b15_s5_h12_w1500,1,1482.77218730659,2195.12941567296,19.172934607631138,37.052872530745674,False,False,p95
config_06_det1_b15_s5_h12_w1500,2,276.168535055985,1274.88781758312,36.644466624316586,51.20220815026225,False,False,p95
config_06_det1_b15_s5_h12_w1500,3,110.489999377789,954.913490984421,63.48923697903945,64.88507924200418,False,False,p95
config_06_det1_b15_s5_h12_w1500,4,62.265165672113,754.396736282332,80.93296310337249,89.07568819510058,False,False,p95
config_06_det1_b15_s5_h12_w1500,5,41.3983921590561,615.089943611065,94.39267593513941,105.33293275375446,False,False,p95
config_06_det1_b15_s5_h12_w1500,6,30.5947542861908,517.737731419071,104.54563758344113,127.1445219779254,False,False,p95
config_06_det1_b15_s5_h12_w1500,7,24.0675826659041,446.310779861523,112.43145367617535,148.18358543912964,False,False,p95
config_06_det1_b15_s5_h12_w1500,8,19.5984247045618,391.790936353185,120.25658169794445,162.4733865087029,True,False,p95
config_06_det1_b15_s5_h12_w1500,9,14.813237392189,347.069530043393,137.52130803962288,181.21528348174428,True,True,p95
config_06_det1_b15_s5_h12_w1500,10,12.2749345250106,314.281592480616,149.35134011183226,199.76580035184065,True,True,p95
config_06_det1_b15_s5_h12_w1500,11,10.3785968167878,286.18006793008,166.33582874386843,216.68079355272306,True,True,p95
config_06_det1_b15_s5_h12_w1500,12,9.08425019280687,262.551262568411,181.79743428715557,232.4834606992868,True,True,p95
config_06_det1_b15_s5_h12_w1500,13,8.07100869684366,242.465429921281,231.09328446295567,248.50929007105714,True,True,p95
config_06_det1_b15_s5_h12_w1500,14,7.24897508045351,225.256267238797,247.09131997035388,267.5560099025374,True,True,p95
config_06_det1_b15_s5_h12_w1500,15,6.56841598047092,210.321763462317,251.12344699451947,282.65377759084924,True,True,p95
config_06_det1_b15_s5_h12_w1500,16,5.99684734319579,197.206183278909,268.5739232796402,301.065380369432,True,True,p95
config_06_det1_b15_s5_h12_w1500,17,5.50925993039002,185.62250063012,274.1397612529674,315.867335904642,True,True,p95
config_06_det1_b15_s5_h12_w1500,18,5.08897006822918,175.317193184827,276.2563144885652,332.23434702794793,True,True,p95
config_06_det1_b15_s5_h12_w1500,19,4.72308712345199,166.110522527026,277.15627115071163,347.35708123867335,True,True,p95
config_06_det1_b15_s5_h12_w1500,20,4.4019262322732,157.810856039111,287.3309412719792,365.72041221302027,True,True,p95
config_07_det1_b15_s5_h24_w50,1,1143.99309910078,724.976931135836,,9.398873612013963,True,False,p95
config_07_det1_b15_s5_h24_w50,2,226.084029078955,415.578696008349,11.335374253968766,22.73550336261164,False,False,p95
config_07_det1_b15_s5_h24_w50,3,95.9537592016972,309.044693901097,16.844930076152718,26.961878673947023,False,False,p95
config_07_det1_b15_s5_h24_w50,4,55.3066653883184,243.601640148777,23.63949950991135,27.784468387361542,False,False,p95
config_07_det1_b15_s5_h24_w50,5,36.993922117345,199.162959091226,30.079330325869332,41.638064740447206,False,False,p95
config_07_det1_b15_s5_h24_w50,6,27.0813487792226,167.515272305283,33.12519023832817,44.75133870101017,False,False,p95
config_07_det1_b15_s5_h24_w50,7,21.0130117246902,144.270449058323,34.670943521499865,46.556045140576316,True,False,p95
