Config,Z,P_ff,I_ff,MaxR_P,MaxR_I,beyond_P,beyond_I,RadiusEstimator
config_26_det1_b30_s5_h24_w500,4,59.8243642194367,522.325202955406,55.49055060391369,82.88127796761546,False,False,p95
config_26_det1_b30_s5_h24_w500,5,40.4077641479295,425.720697172114,56.59122003522633,102.17674467182944,False,False,p95
config_26_det1_b30_s5_h24_w500,6,30.0937750463872,358.05135977561,87.37697683057614,122.3569367521496,False,False,p95
config_26_det1_b30_s5_h24_w500,7,23.5282591644182,308.420236242715,112.0422132502022,144.5054072662607,False,True,p95
config_26_det1_b30_s5_h24_w500,8,19.0428108742971,270.599644012954,118.49013740823962,154.02628152134577,False,True,p95
config_26_det1_b30_s5_h24_w500,9,15.852309192731,240.900973795346,123.21931051510288,159.01530720428303,True,True,p95
config_26_det1_b30_s5_h24_w500,10,13.4989773933766,217.007292249313,128.30267521802693,166.6129014334342,True,True,p95
config_26_det1_b30_s5_h24_w500,11,11.7063849801001,197.385914003329,133.4600149370934,176.95444328838144,True,True,p95
config_26_det1_b30_s5_h24_w500,12,10.3024927250127,174.798447942669,139.74707069030035,195.99010823303132,True,True,p95
config_26_det1_b30_s5_h24_w500,13,8.2343773807999,165.736766297224,147.2022177390262,201.54779704094312,True,True,p95
config_26_det1_b30_s5_h24_w500,14,7.1387354334877,155.114313416779,154.73811155524413,209.62846721365878,True,True,p95
config_26_det1_b30_s5_h24_w500,15,6.30992163133089,144.57194507965,160.41787768775225,214.97819102049175,True,True,p95
config_26_det1_b30_s5_h24_w500,16,5.64079151507659,135.933108110648,176.70760029442027,226.81228509934596,True,True,p95
config_26_det1_b30_s5_h24_w500,17,5.12956312475836,128.020670362398,180.84839371947143,228.5488254436204,True,True,p95
config_26_det1_b30_s5_h24_w500,18,4.70918677317163,120.936071767983,187.898389763505,236.60270793669378,True,True,p95
config_26_det1_b30_s5_h24_w500,19,4.34538602141658,114.666952954547,271.4354994275483,241.71613030044313,True,True,p95
config_26_det1_b30_s5_h24_w500,20,4.03167079521766,108.995763264335,284.3402347213514,247.11646792866037,True,True,p95
config_27_det1_b30_s5_h24_w1500,1,1482.77218730659,2195.12941567296,21.950011432568267,49.68713263618433,False,False,p95
config_27_det1_b30_s5_h24_w1500,2,276.168535055985,1274.88781758312,39.94258732948978,55.34532233569121,False,False,p95
config_27_det1_b30_s5_h24_w1500,3,110.489999377789,954.913490984421,55.927166838197984,89.75121876286596,False,False,p95
config_27_det1_b30_s5_h24_w1500,4,62.265165672113,754.396736282332,90.02005921472029,108.12521880755918,False,False,p95
config_27_det1_b30_s5_h24_w1500,5,41.3983921590561,615.089943611065,120.12177453474973,133.1534266065924,False,False,p95
config_27_det1_b30_s5_h24_w1500,6,30.5947542861908,517.737731419071,129.42478804956983,146.98366717512832,False,False,p95
config_27_det1_b30_s5_h24_w1500,7,24.0675826659041,446.310779861523,133.96825936523544,170.26255019249032,False,False,p95
config_27_det1_b30_s5_h24_w1500,8,19.5984247045618,391.790936353185,142.85824087171682,189.58010634219517,False,True,p95
config_27_det1_b30_s5_h24_w1500,9,14.813237392189,347.069530043393,159.18581831732246,208.25854900755667,True,True,p95
config_27_det1_b30_s5_h24_w1500,10,12.2749345250106,314.281592480616,164.99581518518198,221.75914505758323,True,True,p95
config_27_det1_b30_s5_h24_w1500,11,10.3785968167878,286.18006793008,183.1651875956636,234.1419978277518,True,True,p95
config_27_det1_b30_s5_h24_w1500,12,9.08425019280687,262.551262568411,193.96511452645836,245.07546906866668,True,True,p95
config_27_det1_b30_s5_h24_w1500,13,8.07100869684366,242.465429921281,212.65901325730312,255.0049232556866,True,True,p95
config_27_det1_b30_s5_h24_w1500,14,7.24897508045351,225.256267238797,227.27761393719206,265.15362396107895,True,True,p95
config_27_det1_b30_s5_h24_w1500,15,6.56841598047092,210.321763462317,258.5967463616497,282.5597582301983,True,True,p95
config_27_det1_b30_s5_h24_w1500,16,5.99684734319579,197.206183278909,332.62709139704623,296.1220844451009,True,True,p95
config_27_det1_b30_s5_h24_w1500,17,5.50925993039002,185.62250063012,354.69861956405543,383.1115205912954,True,True,p95
config_27_det1_b30_s5_h24_w1500,18,5.08897006822918,175.317193184827,359.7476936327221,442.19300954368197,True,True,p95
config_27_det1_b30_s5_h24_w1500,19,4.72308712345199,166.110522527026,383.4644673744418,483.40590207539344,True,True,p95
config_27_det1_b30_s5_h24_w1500,20,4.4019262322732,157.810856039111,403.1163127194511,523.5754109324979,True,True,p95
config_28_det1_b30_s20_h4_w50,1,1143.99309910078,724.976931135836,3.74849969987994,11.07976929417688,False,False,p95
config_28_det1_b30_s20_h4_w50,2,226.084029078955,415.578696008349,11.073265236896598,14.879255763935905,False,False,p95
config_28_det1_b30_s20_h4_w50,3,95.9537592016972,309.044693901097,16.188957616214655,17.24966991532135,False,False,p95
config_28_det1_b30_s20_h4_w50,4,55.3066653883184,243.601640148777,18.20242525292144,18.77607325558823,False,False,p95
config_28_det1_b30_s20_h4_w50,5,36.993922117345,199.162959091226,20.33693805394622,21.56479803050275,False,False,p95
config_28_det1_b30_s20_h4_w50,6,27.0813487792226,167.515272305283,24.15252396022343,24.786106763429366,False,False,p95
config_28_det1_b30_s20_h4_w50,7,21.0130117246902,144.270449058323,38.145585339392724,38.77733721314678,False,False,p95
config_28_det1_b30_s20_h4_w50,8,16.9791838231912,126.567457936793,42.55046766341958,42.04141545363092,True,False,p95
config_28_det1_b30_s20_h4_w50,9,14.1386261548201,112.67074195811,49.2700106487422,46.20078677931271,True,False,p95
config_28_det1_b30_s20_h4_w50,10,12.0436968582402,101.492859164877,50.178134439222816,50.144546313635644,True,False,p95
config_28_det1_b30_s20_h4_w50,11,10.4441745847862,92.3147739934436,52.31948118561591,51.22303448224368,True,False,p95
config_28_det1_b30_s20_h4_w50,12,9.18858802088564,84.6488737667435,70.65437656529906,52.65520480036669,True,True,p95
config_28_det1_b30_s20_h4_w50,13,8.17952811343337,78.1526248923616,73.13746586411735,56.69170480227807,True,True,p95
config_28_det1_b30_s20_h4_w50,14,7.35329010871709,72.5789333035372,79.3276025949022,68.04146928109573,True,True,p95
config_28_det1_b30_s20_h4_w50,15,6.66553395622582,67.7448225492957,83.1414054469845,76.0372830412654,True,True,p95
config_28_det1_b30_s20_h4_w50,16,6.08550710316677,63.5135734450523,87.60105625505045,86.8642735762124,True,True,p95
config_28_det1_b30_s20_h4_w50,17,5.59016165342281,59.7788117000728,88.46395848587827,89.34834247988269,True,True,p95
config_28_det1_b30_s20_h4_w50,18,5.1628769216908,56.4585920266622,88.85255029864183,89.87169550847901,True,True,p95
config_28_det1_b30_s20_h4_w50,19,4.7910922066594,53.4876153308822,89.67507224761528,90.42213095693572,True,True,p95
config_28_det1_b30_s20_h4_w50,20,4.46481413819361,50.8136682209736,96.59410863034702,90.99915750515234,True,True,p95
config_29_det1_b30_s20_h4_w500,1,1371.96964499226,1562.09876717853,12.80292583598839,16.65336687586164,False,False,p95
config_29_det1_b30_s20_h4_w500,2,259.641330065364,879.048720659531,19.44443892779551,24.891388090654857,False,False,p95
config_29_det1_b30_s20_h4_w500,3,105.27554977829,661.976402363107,31.983136769630313,37.34448793340276,False,False,p95
config_29_det1_b30_s20_h4_w500,4,59.8243642194367,522.325202955406,48.42900552280322,42.660043188016296,False,False,p95
config_29_det1_b30_s20_h4_w500,5,40.4077641479295,425.720697172114,51.10284103919357,50.45542687739145,False,False,p95
config_29_det1_b30_s20_h4_w500,6,30.0937750463872,358.05135977561,70.65437656529906,58.86681956220802,False,False,p95
config_29_det1_b30_s20_h4_w500,7,23.5282591644182,308.420236242715,83.2096022431808,64.44059582412169,False,False,p95
config_29_det1_b30_s20_h4_w500,8,19.0428108742971,270.599644012954,88.85255029864183,89.34834247988269,True,False,p95
config_29_det1_b30_s20_h4_w500,9,15.852309192731,240.900973795346,107.82989208150482,90.91182861228775,True,False,p95
config_29_det1_b30_s20_h4_w500,10,13.4989773933766,217.007292249313,116.16573227189909,91.98528923426747,True,False,p95
config_29_det1_b30_s20_h4_w500,11,11.7063849801001,197.385914003329,121.98948502380338,102.68597240018683,True,False,p95
config_29_det1_b30_s20_h4_w500,12,10.3024927250127,174.798447942669,123.47497462308141,137.2409156232104,True,True,p95
config_29_det1_b30_s20_h4_w500,13,8.2343773807999,165.736766297224,155.42814802740932,137.73637174727122,True,True,p95
config_29_det1_b30_s20_h4_w500,14,7.1387354334877,155.114313416779,160.53569816395134,138.27525616171283,True,True,p95
config_29_det1_b30_s20_h4_w500,15,6.30992163133089,144.57194507965,189.10390299127238,157.682720344875,True,True,p95
config_29_det1_b30_s20_h4_w500,16,5.64079151507659,135.933108110648,199.2120646216808,159.7744492009047,True,True,p95
config_29_det1_b30_s20_h4_w500,17,5.12956312475836,128.020670362398,225.4824192714447,159.80886952586746,True,True,p95
config_29_det1_b30_s20_h4_w500,18,4.70918677317163,120.936071767983,225.4824192714447,170.55891744256513,True,True,p95
config_29_det1_b30_s20_h4_w500,19,4.34538602141658,114.666952954547,243.75790426197642,200.6464966880263,True,True,p95
config_29_det1_b30_s20_h4_w500,20,4.03167079521766,108.995763264335,264.46053529085486,202.78590027614936,True,True,p95
config_30_det1_b30_s20_h4_w1500,1,1482.77218730659,2195.12941567296,16.188957616214655,18.38004885880723,False,False,p95
config_30_det1_b30_s20_h4_w1500,2,276.168535055985,1274.88781758312,27.32722320326907,37.848051952600755,False,False,p95
config_30_det1_b30_s20_h4_w1500,3,110.489999377789,954.913490984421,49.2700106487422,46.4959819501194,False,False,p95
config_30_det1_b30_s20_h4_w1500,4,62.265165672113,754.396736282332,55.98608039209477,56.7300336997462,False,False,p95
config_30_det1_b30_s20_h4_w1500,5,41.3983921590561,615.089943611065,88.46395848587827,64.36584057312672,False,False,p95
config_30_det1_b30_s20_h4_w1500,6,30.5947542861908,517.737731419071,106.36949918375538,90.26321851814717,False,False,p95
config_30_det1_b30_s20_h4_w1500,7,24.0675826659041,446.310779861523,116.78383376617907,92.65040319281181,False,False,p95
config_30_det1_b30_s20_h4_w1500,8,19.5984247045618,391.790936353185,123.7615856816281,110.64593712487428,True,False,p95
config_30_det1_b30_s20_h4_w1500,9,14.813237392189,347.069530043393,157.98215784718604,122.76099858930223,True,False,p95
config_30_det1_b30_s20_h4_w1500,10,12.2749345250106,314.281592480616,181.11147212713485,137.73637174727122,True,False,p95
config_30_det1_b30_s20_h4_w1500,11,10.3785968167878,286.18006793008,220.17498990130218,158.52741562542158,True,False,p95
config_30_det1_b30_s20_h4_w1500,12,9.08425019280687,262.551262568411,225.4824192714447,159.7744492009047,True,False,p95
config_30_det1_b30_s20_h4_w1500,13,8.07100869684366,242.465429921281,263.5689840645104,172.24619450123424,True,False,p95
config_30_det1_b30_s20_h4_w1500,14,7.24897508045351,225.256267238797,280.46246368816435,200.6464966880263,True,False,p95
config_30_det1_b30_s20_h4_w1500,15,6.56841598047092,210.321763462317,294.7405995218634,203.9718274211893,True,False,p95
config_30_det1_b30_s20_h4_w1500,16,5.99684734319579,197.206183278909,299.38862853404123,210.00564192410732,True,False,p95
config_30_det1_b30_s20_h4_w1500,17,5.50925993039002,185.62250063012,323.16199024135244,227.34561986714863,True,True,p95
config_30_det1_b30_s20_h4_w1500,18,5.08897006822918,175.317193184827,323.16199024135244,246.98311413963614,True,True,p95
config_30_det1_b30_s20_h4_w1500,19,4.72308712345199,166.110522527026,335.1839012048986,259.6102832427855,True,True,p95
config_30_det1_b30_s20_h4_w1500,20,4.4019262322732,157.810856039111,338.82869930227605,268.1517221437525,True,True,p95
config_31_det1_b30_s20_h12_w50,1,1143.99309910078,724.976931135836,3.74849969987994,11.379522908280281,False,False,p95
config_31_det1_b30_s20_h12_w50,2,226.084029078955,415.578696008349,11.073265236896598,16.20667802828817,False,False,p95
config_31_det1_b30_s20_h12_w50,3,95.9537592016972,309.044693901097,16.188957616214655,17.58745805541689,False,False,p95
config_31_det1_b30_s20_h12_w50,4,55.3066653883184,243.601640148777,18.20242525292144,19.5923625015587,False,False,p95
config_31_det1_b30_s20_h12_w50,5,36.993922117345,199.162959091226,20.49312156912166,23.015339024304033,False,False,p95
config_31_det1_b30_s20_h12_w50,6,27.0813487792226,167.515272305283,24.30855229215038,37.848051952600755,False,False,p95
config_31_det1_b30_s20_h12_w50,7,21.0130117246902,144.270449058323,38.145585339392724,39.84904480491428,False,False,p95
config_31_det1_b30_s20_h12_w50,8,16.9791838231912,126.567457936793,41.06357668835565,42.04141545363092,False,False,p95
config_31_det1_b30_s20_h12_w50,9,14.1386261548201,112.67074195811,49.5115990859953,45.79136939785424,True,False,p95
config_31_det1_b30_s20_h12_w50,10,12.0436968582402,101.492859164877,51.450120654543525,52.58862016984777,True,False,p95
config_31_det1_b30_s20_h12_w50,11,10.4441745847862,92.3147739934436,55.748152387926936,61.810687898200285,True,True,p95
config_31_det1_b30_s20_h12_w50,12,9.18858802088564,84.6488737667435,59.948133512633795,65.7172091813722,True,True,p95
config_31_det1_b30_s20_h12_w50,13,8.17952811343337,78.1526248923616,60.865318275174694,67.22411720181678,True,True,p95
config_31_det1_b30_s20_h12_w50,14,7.35329010871709,72.5789333035372,65.80782400589165,75.75167208681277,True,True,p95
config_31_det1_b30_s20_h12_w50,15,6.66553395622582,67.7448225492957,68.08467245175952,89.34834247988269,True,True,p95
config_31_det1_b30_s20_h12_w50,16,6.08550710316677,63.5135734450523,74.43425880562172,90.42213095693572,True,True,p95
config_31_det1_b30_s20_h12_w50,17,5.59016165342281,59.7788117000728,76.6236351639528,90.99915750515234,True,True,p95
config_31_det1_b30_s20_h12_w50,18,5.1628769216908,56.4585920266622,85.81088443129332,91.6309059057275,True,True,p95
config_31_det1_b30_s20_h12_w50,19,4.7910922066594,53.4876153308822,91.32787444069231,92.54979730812343,True,True,p95
config_31_det1_b30_s20_h12_w50,20,4.46481413819361,50.8136682209736,92.80890344572623,93.0826473069801,True,True,p95
config_32_det1_b30_s20_h12_w500,1,1371.96964499226,1562.09876717853,12.80292583598839,17.110837217603688,False,False,p95
config_32_det1_b30_s20_h12_w500,2,259.641330065364,879.048720659531,19.44443892779551,28.508545628244207,False,False,p95
config_32_det1_b30_s20_h12_w500,3,105.27554977829,661.976402363107,36.85853807874351,43.10965040202095,False,False,p95
config_32_det1_b30_s20_h12_w500,4,59.8243642194367,522.325202955406,41.06357668835565,59.45909944728768,False,False,p95
config_32_det1_b30_s20_h12_w500,5,40.4077641479295,425.720697172114,49.97082805282551,65.05461877228927,False,False,p95
config_32_det1_b30_s20_h12_w500,6,30.0937750463872,358.05135977561,62.48883524713443,89.92828442928567,False,False,p95
config_32_det1_b30_s20_h12_w500,7,23.5282591644182,308.420236242715,74.13849459965502,91.48829760143471,True,False,p95
config_32_det1_b30_s20_h12_w500,8,19.0428108742971,270.599644012954,90.0727905056367,93.18264863516978,True,False,p95
config_32_det1_b30_s20_h12_w500,9,15.852309192731,240.900973795346,92.97635666301034,110.7768259242578,True,False,p95
config_32_det1_b30_s20_h12_w500,10,13.4989773933766,217.007292249313,101.38299922750656,124.58726137768264,True,True,p95
config_32_det1_b30_s20_h12_w500,11,11.7063849801001,197.385914003329,107.82989208150482,138.27525616171283,True,True,p95
config_32_det1_b30_s20_h12_w500,12,10.3024927250127,174.798447942669,113.97906278876874,156.91170478373965,True,True,p95
config_32_det1_b30_s20_h12_w500,13,8.2343773807999,165.736766297224,138.27525616171283,159.7744492009047,True,True,p95
config_32_det1_b30_s20_h12_w500,14,7.1387354334877,155.114313416779,139.7394749235986,160.27982187279736,True,True,p95
config_32_det1_b30_s20_h12_w500,15,6.30992163133089,144.57194507965,159.7376746532226,178.09407337904423,True,True,p95
config_32_det1_b30_s20_h12_w500,16,5.64079151507659,135.933108110648,161.9875603594549,192.71039061879972,True,True,p95
config_32_det1_b30_s20_h12_w500,17,5.12956312475836,128.020670362398,174.81380209688672,201.2973132387291,True,True,p95
config_32_det1_b30_s20_h12_w500,18,4.70918677317163,120.936071767983,187.02018972069885,207.57678179252497,True,True,p95
config_32_det1_b30_s20_h12_w500,19,4.34538602141658,114.666952954547,202.13639211750606,216.4823848989819,True,True,p95
config_32_det1_b30_s20_h12_w500,20,4.03167079521766,108.995763264335,202.13639211750606,227.6457591521787,True,True,p95
config_33_det1_b30_s20_h12_w1500,1,1482.77218730659,2195.12941567296,16.188957616214655,21.882344061684293,False,False,p95
config_33_det1_b30_s20_h12_w1500,2,276.168535055985,1274.88781758312,32.180998746518554,49.56475864723754,False,False,p95
config_33_det1_b30_s20_h12_w1500,3,110.489999377789,954.913490984421,44.482903570068906,64.06061628810471,False,False,p95
config_33_det1_b30_s20_h12_w1500,4,62.265165672113,754.396736282332,62.56057721884003,87.96420412825829,False,False,p95
config_33_det1_b30_s20_h12_w1500,5,41.3983921590561,615.089943611065,86.13807128873145,92.67224515158584,False,False,p95
config_33_det1_b30_s20_h12_w1500,6,30.5947542861908,517.737731419071,94.000522186435,110.14362417838123,False,False,p95
config_33_det1_b30_s20_h12_w1500,7,24.0675826659041,446.310779861523,113.04519582931819,121.84908611659858,False,False,p95
config_33_det1_b30_s20_h12_w1500,8,19.5984247045618,391.790936353185,119.29639013201233,139.3452194562438,True,False,p95
config_33_det1_b30_s20_h12_w1500,9,14.813237392189,347.069530043393,149.83015847998365,159.47035473550434,True,False,p95
config_33_det1_b30_s20_h12_w1500,10,12.2749345250106,314.281592480616,160.5724727116335,161.5774718053488,True,False,p95
config_33_det1_b30_s20_h12_w1500,11,10.3785968167878,286.18006793008,178.09407337904423,188.6851286764663,True,True,p95
config_33_det1_b30_s20_h12_w1500,12,9.08425019280687,262.551262568411,201.9680215474507,209.7864965806263,True,True,p95
config_33_det1_b30_s20_h12_w1500,13,8.07100869684366,242.465429921281,203.68828165052787,217.68867012250286,True,True,p95
config_33_det1_b30_s20_h12_w1500,14,7.24897508045351,225.256267238797,220.17498990130218,228.38063307819206,True,True,p95
config_33_det1_b30_s20_h12_w1500,15,6.56841598047092,210.321763462317,229.61352716222305,250.45082647477324,True,True,p95
config_33_det1_b30_s20_h12_w1500,16,5.99684734319579,197.206183278909,248.17804569409384,264.28446094018665,True,True,p95
config_33_det1_b30_s20_h12_w1500,17,5.50925993039002,185.62250063012,264.84752624907594,269.98201221971567,True,True,p95
config_33_det1_b30_s20_h12_w1500,18,5.08897006822918,175.317193184827,266.10463250150656,292.3394749373619,True,True,p95
config_33_det1_b30_s20_h12_w1500,19,4.72308712345199,166.110522527026,266.98665478237336,311.9347734082646,True,True,p95
config_33_det1_b30_s20_h12_w1500,20,4.4019262322732,157.810856039111,293.71169658434565,327.15721585631013,True,True,p95
config_34_det1_b30_s20_h24_w50,1,1143.99309910078,724.976931135836,3.74849969987994,11.379522908280281,False,False,p95
config_34_det1_b30_s20_h24_w50,2,226.084029078955,415.578696008349,11.073265236896598,16.20667802828817,False,False,p95
config_34_det1_b30_s20_h24_w50,3,95.9537592016972,309.044693901097,16.188957616214655,17.58745805541689,False,False,p95
config_34_det1_b30_s20_h24_w50,4,55.3066653883184,243.601640148777,18.20242525292144,19.5923625015587,False,False,p95
config_34_det1_b30_s20_h24_w50,5,36.993922117345,199.162959091226,20.49312156912166,23.015339024304033,False,False,p95
config_34_det1_b30_s20_h24_w50,6,27.0813487792226,167.515272305283,24.30855229215038,37.848051952600755,False,False,p95
config_34_det1_b30_s20_h24_w50,7,21.0130117246902,144.270449058323,38.145585339392724,40.253958661697425,False,False,p95
config_34_det1_b30_s20_h24_w50,8,16.9791838231912,126.567457936793,39.84904480491428,43.5610579166634,False,False,p95
config_34_det1_b30_s20_h24_w50,9,14.1386261548201,112.67074195811,42.732956613575546,54.358789411685535,True,False,p95
config_34_det1_b30_s20_h24_w50,10,12.0436968582402,101.492859164877,50.18964050368423,59.934056994732416,True,True,p95
config_34_det1_b30_s20_h24_w50,11,10.4441745847862,92.3147739934436,54.605597029363395,63.91117923460448,True,True,p95
config_34_det1_b30_s20_h24_w50,12,9.18858802088564,84.6488737667435,59.930866237495856,66.24092654043028,True,True,p95
config_34_det1_b30_s20_h24_w50,13,8.17952811343337,78.1526248923616,60.55278847714152,67.82257260479491,True,True,p95
config_34_det1_b30_s20_h24_w50,14,7.35329010871709,72.5789333035372,65.80782400589165,98.4134364398877,True,True,p95
config_34_det1_b30_s20_h24_w50,15,6.66553395622582,67.7448225492957,68.08467245175952,102.57154157735312,True,True,p95
config_34_det1_b30_s20_h24_w50,16,6.08550710316677,63.5135734450523,74.43425880562172,105.81090782496858,True,True,p95
config_34_det1_b30_s20_h24_w50,17,5.59016165342281,59.7788117000728,76.6236351639528,107.20131700572574,True,True,p95
config_34_det1_b30_s20_h24_w50,18,5.1628769216908,56.4585920266622,85.81088443129332,107.7688486359229,True,True,p95
config_34_det1_b30_s20_h24_w50,19,4.7910922066594,53.4876153308822,85.81088443129332,108.38183728642396,True,True,p95
config_34_det1_b30_s20_h24_w50,20,4.46481413819361,50.8136682209736,86.2519604775195,109.10702757420862,True,True,p95
config_35_det1_b30_s20_h24_w500,1,1371.96964499226,1562.09876717853,12.80292583598839,17.110837217603688,False,False,p95
config_35_det1_b30_s20_h24_w500,2,259.641330065364,879.048720659531,19.44443892779551,29.32778113532228,False,False,p95
config_35_det1_b30_s20_h24_w500,3,105.27554977829,661.976402363107,36.85853807874351,46.23467068252535,False,False,p95
config_35_det1_b30_s20_h24_w500,4,59.8243642194367,522.325202955406,41.06357668835565,62.807860781833796,False,False,p95
config_35_det1_b30_s20_h24_w500,5,40.4077641479295,425.720697172114,49.97082805282551,67.67286535920097,False,False,p95
config_35_det1_b30_s20_h24_w500,6,30.0937750463872,358.05135977561,62.4139024864924,72.26339118337927,False,False,p95
config_35_det1_b30_s20_h24_w500,7,23.5282591644182,308.420236242715,74.21334620359936,91.71117991608656,True,False,p95
config_35_det1_b30_s20_h24_w500,8,19.0428108742971,270.599644012954,85.81088443129332,102.13977855892202,True,False,p95
config_35_det1_b30_s20_h24_w500,9,15.852309192731,240.900973795346,93.81410274443516,121.17282634034504,True,True,p95
config_35_det1_b30_s20_h24_w500,10,13.4989773933766,217.007292249313,99.63189384303456,138.08432129259018,True,True,p95
config_35_det1_b30_s20_h24_w500,11,11.7063849801001,197.385914003329,101.49667904435708,141.61820195807883,True,True,p95
config_35_det1_b30_s20_h24_w500,12,10.3024927250127,174.798447942669,115.92829016340951,164.25503138287976,True,True,p95
config_35_det1_b30_s20_h24_w500,13,8.2343773807999,165.736766297224,131.253106099159,170.5934458382762,True,True,p95
config_35_det1_b30_s20_h24_w500,14,7.1387354334877,155.114313416779,152.91423568082422,172.5249977489933,True,True,p95
config_35_det1_b30_s20_h24_w500,15,6.30992163133089,144.57194507965,159.1486592223037,187.76349192587216,True,True,p95
config_35_det1_b30_s20_h24_w500,16,5.64079151507659,135.933108110648,166.59122890862426,200.98559665706776,True,True,p95
config_35_det1_b30_s20_h24_w500,17,5.12956312475836,128.020670362398,183.7153505015374,204.41039756900705,True,True,p95
config_35_det1_b30_s20_h24_w500,18,4.70918677317163,120.936071767983,190.2068224149171,216.42057697142667,True,True,p95
config_35_det1_b30_s20_h24_w500,19,4.34538602141658,114.666952954547,202.27133161223998,226.17226543823372,True,True,p95
config_35_det1_b30_s20_h24_w500,20,4.03167079521766,108.995763264335,207.66434647992958,242.05559687531348,True,True,p95
config_36_det1_b30_s20_h24_w1500,1,1482.77218730659,2195.12941567296,16.188957616214655,21.882344061684293,False,False,p95
config_36_det1_b30_s20_h24_w1500,2,276.168535055985,1274.88781758312,32.180998746518554,57.67680426009741,False,False,p95
config_36_det1_b30_s20_h24_w1500,3,110.489999377789,954.913490984421,44.482903570068906,66.54605378605154,False,False,p95
config_36_det1_b30_s20_h24_w1500,4,62.265165672113,754.396736282332,62.56057721884003,74.00119216560537,False,False,p95
config_36_det1_b30_s20_h24_w1500,5,41.3983921590561,615.089943611065,85.81088443129332,91.58289275356498,False,False,p95
config_36_det1_b30_s20_h24_w1500,6,30.5947542861908,517.737731419071,95.19706933808024,110.84150285411673,False,False,p95
config_36_det1_b30_s20_h24_w1500,7,24.0675826659041,446.310779861523,109.28987542210882,135.03641443422748,True,False,p95
config_36_det1_b30_s20_h24_w1500,8,19.5984247045618,391.790936353185,120.16082596397115,152.23442273714159,True,False,p95
config_36_det1_b30_s20_h24_w1500,9,14.813237392189,347.069530043393,153.36077725770798,166.16569657060666,True,False,p95
config_36_det1_b30_s20_h24_w1500,10,12.2749345250106,314.281592480616,177.9715447294088,188.72283903431787,True,True,p95
config_36_det1_b30_s20_h24_w1500,11,10.3785968167878,286.18006793008,187.8001865741475,195.67618881609275,True,True,p95
config_36_det1_b30_s20_h24_w1500,12,9.08425019280687,262.551262568411,195.49471103253677,219.8699930416186,True,True,p95
config_36_det1_b30_s20_h24_w1500,13,8.07100869684366,242.465429921281,207.09985886768783,228.58931654314821,True,True,p95
config_36_det1_b30_s20_h24_w1500,14,7.24897508045351,225.256267238797,222.79107143566935,253.72892971341219,True,True,p95
config_36_det1_b30_s20_h24_w1500,15,6.56841598047092,210.321763462317,228.65773808427974,261.67318928968086,True,True,p95
config_36_det1_b30_s20_h24_w1500,16,5.99684734319579,197.206183278909,242.12016888558378,270.0723404731202,True,True,p95
config_36_det1_b30_s20_h24_w1500,17,5.50925993039002,185.62250063012,247.98473927753997,293.7454021863017,True,True,p95
config_36_det1_b30_s20_h24_w1500,18,5.08897006822918,175.317193184827,250.86512747541886,366.3952608466585,True,True,p95
config_36_det1_b30_s20_h24_w1500,19,4.72308712345199,166.110522527026,254.794763666246,415.04869190070417,True,True,p95
config_36_det1_b30_s20_h24_w1500,20,4.4019262322732,157.810856039111,269.1860431175304,463.53569233164995,True,True,p95
config_37_det2_b15_s5_h4_w50,1,1143.99309910078,724.976931135836,5.131885618366801,6.735818435795311,False,False,p95
config_37_det2_b15_s5_h4_w50,2,226.084029078955,415.578696008349,10.731553941531487,17.787811838447134,False,False,p95
config_37_det2_b15_s5_h4_w50,3,95.9537592016972,309.044693901097,17.426165671196863,19.57686765108033,False,False,p95
config_37_det2_b15_s5_h4_w50,4,55.3066653883184,243.601640148777,22.80123351926382,27.49671521418641,False,False,p95
config_37_det2_b15_s5_h4_w50,5,36.993922117345,199.162959091226,28.431826288261316,33.89220043018747,False,False,p95
config_37_det2_b15_s5_h4_w50,6,27.0813487792226,167.515272305283,33.789143966664795,39.73174108946145,False,False,p95
config_37_det2_b15_s5_h4_w50,7,21.0130117246902,144.270449058323,40.583386379157666,41.815442721559215,True,False,p95
config_37_det2_b15_s5_h4_w50,8,16.9791838231912,126.567457936793,42.95097495983065,48.69874288750498,True,False,p95
config_37_det2_b15_s5_h4_w50,9,14.1386261548201,112.67074195811,43.94116805457042,55.08686115113634,True,False,p95
config_37_det2_b15_s5_h4_w50,10,12.0436968582402,101.492859164877,44.718997521236304,61.43823117571013,True,True,p95
config_37_det2_b15_s5_h4_w50,11,10.4441745847862,92.3147739934436,54.83467533520532,66.94043060811605,True,True,p95
config_37_det2_b15_s5_h4_w50,12,9.18858802088564,84.6488737667435,55.76932200018298,70.82041548875578,True,True,p95
config_37_det2_b15_s5_h4_w50,13,8.17952811343337,78.1526248923616,65.21749190209631,80.36330172809446,True,True,p95
config_37_det2_b15_s5_h4_w50,14,7.35329010871709,72.5789333035372,69.52989464971165,82.59123722671617,True,True,p95
config_37_det2_b15_s5_h4_w50,15,6.66553395622582,67.7448225492957,70.93816211342107,84.57693355976534,True,True,p95
config_37_det2_b15_s5_h4_w50,16,6.08550710316677,63.5135734450523,71.1617471854552,95.72356684745924,True,True,p95
config_37_det2_b15_s5_h4_w50,17,5.59016165342281,59.7788117000728,82.11831924361633,98.82740637090504,True,True,p95
