iteration,conv_P,conv_I,z_P,z_I,worst,conv_P_r2,conv_I_r2
0,8.691603952754097,10.552928596352366,8.368845203147528,11.498076854032654,11.498076854032654,0.9555237879905885,0.9263407090047592
1,8.61120838589452,8.672409565065681,6.544879036813738,8.901307931426286,8.901307931426286,0.94054970183342,0.9124464781374331
2,8.060765726508347,8.540366540505726,8.178792673377862,12.512520807570453,12.512520807570453,0.9390864093671654,0.9316170801899977
3,11.827089642536164,9.004011745143073,8.234546799712014,11.976532148675533,11.976532148675533,0.9387818389373502,0.9651557353537572
4,10.790379347347786,10.88117801556895,9.883566313729707,13.019852957845002,13.019852957845002,0.8960618839387663,0.9058717415722191
5,6.808365073105933,8.243756828303775,8.660629583514751,10.324819963605025,10.324819963605025,0.9543435855343554,0.923738339360574
6,8.808771263402694,7.554286703734943,7.836931564297384,9.988634252136004,9.988634252136004,0.9363926205450361,0.9487836413425651
7,9.544430302462802,8.861676454416068,7.710610498465918,13.36166077880514,13.36166077880514,0.946767068661805,0.9490716881534621
8,9.472725488509735,7.743471545387928,7.443969185610512,10.082859012110386,10.082859012110386,0.9325322724838716,0.9409365480155749
9,11.397368969091907,8.6996416645813,9.205431491149145,13.428184782854254,13.428184782854254,0.9342794695551967,0.9459227628152366
10,10.803001945132548,9.006891511917663,7.288133521594572,9.878773003481705,10.803001945132548,0.9032521693782118,0.9392245975816732
11,10.011517400276619,7.470403671629547,10.374927869504965,13.404718062662063,13.404718062662063,0.9332335320857705,0.9502562330445538
12,9.231410907033977,7.378764631581802,7.926012599004192,12.384185471599366,12.384185471599366,0.8570461411956258,0.8819711030441145
13,6.877809399469001,11.439847179650329,8.74720919469355,10.486163813577608,11.439847179650329,0.9647044914215083,0.9298973770943052
14,7.028343169497705,8.213592675538859,7.55326172818072,10.522319942597273,10.522319942597273,0.9540147219542662,0.9472005605989702
15,7.016263031666307,9.074634288924674,8.25137367144047,12.738184860118995,12.738184860118995,0.9573756811349378,0.9463238817400815
16,10.051161561801232,8.218966937940678,8.436049032400927,11.491160508241837,11.491160508241837,0.9125762718500235,0.9567878415979174
17,10.441135759254168,9.443256015900397,8.074740993716105,12.778737100518759,12.778737100518759,0.9421127704441288,0.9505324085326894
18,11.23250584450437,9.502808897092399,8.981078665370866,12.988868347245369,12.988868347245369,0.8904914239017835,0.9190662768306515
