Config,Z,P_ff,I_ff,MaxR_P,MaxR_I,beyond_P,beyond_I,RadiusEstimator
config_89_det1_b10_s5_h15_w250,14,8.00069163608761,123.875447271731,102.38097662651982,131.57322032068515,True,True,req
config_89_det1_b10_s5_h15_w250,15,7.26352017039033,115.570070080883,104.7547773373606,139.56599354984564,True,True,req
config_89_det1_b10_s5_h15_w250,16,6.12354953275908,107.311001938117,111.58461357244157,149.31846126651587,True,True,req
config_89_det1_b10_s5_h15_w250,17,5.33231413765071,101.419455756059,119.21035749184436,155.25281219496298,True,True,req
config_89_det1_b10_s5_h15_w250,18,4.76253492535128,96.2835680439318,126.46769048302856,162.76944729347156,True,True,req
config_89_det1_b10_s5_h15_w250,19,4.30879220439916,91.0479780688807,135.88030246221203,169.32463478314207,True,True,req
config_89_det1_b10_s5_h15_w250,20,3.94463241538417,86.7228654737704,143.3553229256281,176.15858937647948,True,True,req
config_90_det1_b10_s5_h15_w1000,1,1437.86820833333,1946.65627034505,8.272129411463531,12.932333509463788,False,False,req
config_90_det1_b10_s5_h15_w1000,2,270.273583333333,1110.42730712891,18.78411230268814,28.4795079838118,False,False,req
config_90_det1_b10_s5_h15_w1000,3,108.843,838.393432617188,27.951545127237598,42.92575421585507,False,False,req
config_90_det1_b10_s5_h15_w1000,4,61.6362135416667,660.314829508464,48.28345860644202,59.45620972615055,False,False,req
config_90_det1_b10_s5_h15_w1000,5,41.4805494791667,537.798126220703,68.41925441715951,75.32358445400749,False,False,req
config_90_det1_b10_s5_h15_w1000,6,30.7686484375,452.795272827148,79.52690032309822,90.4856418168098,False,False,req
config_90_det1_b10_s5_h15_w1000,7,24.04661328125,390.392094930013,89.40553883848582,103.50162263891754,True,False,req
config_90_det1_b10_s5_h15_w1000,8,19.4677135416667,342.550003051758,97.23302872481139,118.7453382125893,True,False,req
config_90_det1_b10_s5_h15_w1000,9,16.21081640625,304.876281738281,103.93293851485838,132.7270337426069,True,True,req
config_90_det1_b10_s5_h15_w1000,10,12.85248046875,271.698257446289,112.14307261757683,149.10080077473316,True,True,req
