Det,Location,Target,Formula,C0,C1_sW13,C2_switch,C3_canyon,a_thresh,has_H_term,A,k
1,Street,RadiusP,additive,7.719545963339195,-0.5558569009132532,2.3252330352557604,0.6162132373709215,1.0,1.0,,
2,Intersection,RadiusP,additive,9.81309841058851,-1.0705760242609157,1.8900813959464586,0.6923803509979469,2.0,1.0,,
1,Street,RadiusI,log,,,,,,,12.106387994764223,0.09259410234587273
2,Intersection,RadiusI,log,,,,,,,12.699931809961091,0.09035524852423389
