Theta_deg,config_01_det1_b15_s5_h4_w50,config_02_det1_b15_s5_h4_w500,config_03_det1_b15_s5_h4_w1500,config_04_det1_b15_s5_h12_w50,config_05_det1_b15_s5_h12_w500,config_06_det1_b15_s5_h12_w1500,config_07_det1_b15_s5_h24_w50,config_08_det1_b15_s5_h24_w500,config_09_det1_b15_s5_h24_w1500,config_10_det1_b15_s20_h4_w50,config_11_det1_b15_s20_h4_w500,config_12_det1_b15_s20_h4_w1500,config_13_det1_b15_s20_h12_w50,config_14_det1_b15_s20_h12_w500,config_15_det1_b15_s20_h12_w1500,config_16_det1_b15_s20_h24_w50,config_17_det1_b15_s20_h24_w500,config_18_det1_b15_s20_h24_w1500,config_19_det1_b30_s5_h4_w50,config_20_det1_b30_s5_h4_w500,config_21_det1_b30_s5_h4_w1500,config_22_det1_b30_s5_h12_w50,config_23_det1_b30_s5_h12_w500,config_24_det1_b30_s5_h12_w1500,config_25_det1_b30_s5_h24_w50,config_26_det1_b30_s5_h24_w500,config_27_det1_b30_s5_h24_w1500,config_28_det1_b30_s20_h4_w50,config_29_det1_b30_s20_h4_w500,config_30_det1_b30_s20_h4_w1500,config_31_det1_b30_s20_h12_w50,config_32_det1_b30_s20_h12_w500,config_33_det1_b30_s20_h12_w1500,config_34_det1_b30_s20_h24_w50,config_35_det1_b30_s20_h24_w500,config_36_det1_b30_s20_h24_w1500,config_37_det2_b15_s5_h4_w50,config_38_det2_b15_s5_h4_w500,config_39_det2_b15_s5_h4_w1500,config_40_det2_b15_s5_h12_w50,config_41_det2_b15_s5_h12_w500,config_42_det2_b15_s5_h12_w1500,config_43_det2_b15_s5_h24_w50,config_44_det2_b15_s5_h24_w500,config_45_det2_b15_s5_h24_w1500,config_46_det2_b15_s20_h4_w50,config_47_det2_b15_s20_h4_w500,config_48_det2_b15_s20_h4_w1500,config_49_det2_b15_s20_h12_w50,config_50_det2_b15_s20_h12_w500,config_51_det2_b15_s20_h12_w1500,config_52_det2_b15_s20_h24_w50,config_53_det2_b15_s20_h24_w500,config_54_det2_b15_s20_h24_w1500,config_55_det2_b30_s5_h4_w50,config_56_det2_b30_s5_h4_w500,config_57_det2_b30_s5_h4_w1500,config_58_det2_b30_s5_h12_w50,config_59_det2_b30_s5_h12_w500,config_60_det2_b30_s5_h12_w1500,config_61_det2_b30_s5_h24_w50,config_62_det2_b30_s5_h24_w500,config_63_det2_b30_s5_h24_w1500,config_64_det2_b30_s20_h4_w50,config_65_det2_b30_s20_h4_w500,config_66_det2_b30_s20_h4_w1500,config_67_det2_b30_s20_h12_w50,config_68_det2_b30_s20_h12_w500,config_69_det2_b30_s20_h12_w1500,config_70_det2_b30_s20_h24_w50,config_71_det2_b30_s20_h24_w500,config_72_det2_b30_s20_h24_w1500,config_73_det1_b10_s8_h10_w250,config_74_det1_b10_s8_h10_w1000,config_75_det1_b10_s8_h15_w250,config_76_det1_b10_s8_h15_w1000,config_77_det1_b10_s12_h10_w250,config_78_det1_b10_s12_h10_w1000,config_79_det1_b10_s12_h15_w250,config_80_det1_b10_s12_h15_w1000,config_81_det2_b10_s8_h10_w250,config_82_det2_b10_s8_h10_w1000,config_83_det2_b10_s8_h15_w250,config_84_det2_b10_s8_h15_w1000,config_85_det2_b10_s12_h10_w250,config_86_det2_b10_s12_h10_w1000,config_87_det2_b10_s12_h15_w250,config_88_det2_b10_s12_h15_w1000,config_89_det1_b10_s5_h15_w250,config_90_det1_b10_s5_h15_w1000,config_91_det1_b10_s5_h24_w250,config_92_det1_b10_s5_h24_w1000,config_93_det2_b10_s5_h15_w250,config_94_det2_b10_s5_h15_w1000,config_95_det2_b10_s5_h24_w250,config_96_det2_b10_s5_h24_w1000
0.0,50.02640552748118,70.2769610185301,99.50125627347627,54.22546680296998,99.0750283875811,133.2502345213696,54.22546680296998,96.67642551315186,147.75021150577078,42.07506684486668,96.67502909231524,123.25025354943494,41.92506708402504,99.82502817430107,123.75025252499488,41.92506708402504,101.25030864150489,131.25023809502213,54.07630026175977,76.12503694580384,109.75028473767163,72.22503894079946,105.75029550786135,119.2502620542194,71.9250391032219,120.25025987497906,154.2518233279594,41.92506708402504,93.97574820133117,128.25024366448588,41.925603752361155,104.25029975976088,140.75022202469168,41.92506708402504,106.75029273964545,143.25021814992115,44.476580916253,57.67504876460877,109.75028473767163,57.97543660896396,101.75276409022017,138.75202701222062,57.50217387195027,110.25255099089544,161.75173878509003,42.07506684486668,95.47502945796874,113.75247250060106,42.07506684486668,97.12641890855443,121.75025667324073,42.07506684486668,99.52638469270347,125.2502495007495,51.525054585123925,72.67596748582024,84.97768089327926,70.87694441777242,101.7503071248436,117.75026539248223,70.87694441777242,123.25025354943494,165.2501891073048,47.0264951915407,99.37502830188276,113.75027472494297,62.77719530211588,110.25255099089544,128.25024366448588,62.77719530211588,109.75028473767163,156.25499992000255,77.02591284756059,121.25025773168484,82.12667806504778,124.25025150879978,69.82504027925799,96.22502922836657,70.72694854155662,96.82502904724583,77.77677191809903,112.25027839609129,76.27680676326192,111.25028089852178,79.12674168699228,97.27502891287156,78.22503595397063,97.27502891287156,84.97768089327926,116.2502688168935,63.676104230708084,97.42849300897556,93.07503021756158,121.25025773168484,71.77597961713931,143.75543467987566
1.0,49.43461590828839,69.38412102203212,99.3987990370105,53.933813605195766,99.82976134400002,133.75584099395437,54.079212734654334,95.9355838570861,147.76036342673228,42.07667108980937,96.67991647700157,121.78105353461186,41.92667706842506,99.69556785534651,123.7563129702885,41.92667706842506,99.82976134400002,129.27925200897474,53.333912757269175,76.72796915076013,110.25708594008822,73.12811531825498,105.75738744882081,118.76289403681606,72.51551558114994,119.7627863737313,154.25992674703303,41.92667706842506,93.83366266964111,125.78006598821611,41.92667706842506,104.75745796839479,139.2771517514628,41.92667706842506,109.25715079572595,143.26068895548423,44.332677000154185,57.6890912564932,108.77327337172491,57.683240633653725,99.99865624097156,137.75567138960196,57.23330542612404,110.25708594008822,157.7739680682463,41.93043345828898,96.22993946792235,112.2836809157947,41.93043345828898,96.23788884841562,120.2814407961594,41.93043345828898,99.2352318987566,125.2562373696416,51.08430531973592,71.78381607298401,84.3846327834636,69.68408175473076,101.2749969143421,118.25660658077416,69.68408175473076,123.25633857940126,165.2592660034529,42.832945847793376,99.5113058903359,113.28338360059696,61.885226427637804,108.28492508193372,129.75602105490134,61.885226427637804,109.75711822018653,152.78457055606106,76.42945276527891,104.27427774863752,78.67932542923839,123.28067569574722,69.38671522705192,98.04912671717173,70.4339850498323,96.82990886084733,74.48349649418991,110.28429171917459,75.08342859779381,109.78444789677634,78.68533058963405,97.15282419981418,77.9513069165617,97.27988615330509,91.8787040069678,114.27215321328289,63.51771406466074,97.28774974270912,95.3299861009116,117.26305897425668,68.47832686332224,135.27795459719223
2.0,48.25584161529048,67.4760790947429,127.80502728766189,61.63092770679344,92.66218889061493,127.80502728766189,57.846445439629214,92.65806090135925,132.35416502702134,42.090037419798044,96.27902809023364,120.3437784017105,41.94009120161758,99.70955947149702,122.342245361118,41.94009120161758,99.71790837156584,125.35998165283848,51.40920394248485,76.76989155912622,86.98480470748899,73.47190789682816,90.11324125787509,90.11324125787509,72.87229411786073,90.11324125787509,125.3061251495712,41.94009120161758,72.40332347344285,122.84186989784875,41.94009120161758,107.29923112492466,134.85223394515938,41.94009120161758,117.29503399547656,163.3190895149737,45.52471856036015,63.12959884238137,117.79484284127213,56.96100639911482,99.27263595775021,137.80103410352189,56.816645888331,83.06648692463163,142.36616522193748,41.654786639712846,96.86057634559067,109.35321211560272,41.654786639712846,99.85950755937064,117.84576784933772,41.654786639712846,97.77336677234756,124.86042207200806,50.06012634822249,72.55326491619795,83.06648692463163,67.4760790947429,83.06648692463163,107.79900277831888,67.4760790947429,83.06648692463163,107.79900277831888,41.66072791010738,99.70955947149702,112.33042775668576,57.110911829526934,99.87234977710298,138.3008495997042,57.110911829526934,108.33339743587847,143.81281236385024,77.9743948357408,101.31942064579722,78.41894700899776,119.34456418287346,71.04974489750121,97.92329268361027,71.19969276619106,96.73389400825337,83.5073724290257,103.83701170584601,74.36619695802656,102.8378578151062,77.06475361668264,97.16046649743917,77.6598110350521,97.31041182730652,77.81928584868919,97.03371192528913,63.42934060827056,85.1567451820465,83.06648692463163,107.79900277831888,68.82507718847832,92.65806090135925
3.0000000000000004,47.39774519953454,52.640490594218434,127.87933765859127,52.62638359226291,92.71680672887737,127.87933765859127,52.63322382298085,92.60340841459346,92.71680672887737,41.96690660508587,95.1423998541134,117.94331265485127,41.96690660508587,99.50965405426751,119.94008921123913,41.96690660508587,99.64432372192607,132.89704661880188,48.59594890523283,55.187464609275175,86.13115725450344,55.187464609275175,90.16266549964016,88.96384799456462,55.187464609275175,90.16266549964016,125.38191655896794,41.96690660508587,86.40969997633368,119.94008921123913,41.96690660508587,113.87108939498208,128.45475857281426,41.96690660508587,117.44413565606416,164.53912908484716,46.79867786593976,49.79423912462163,82.65673747493304,49.79423912462163,82.65673747493304,117.89030918612437,49.79423912462163,82.65673747493304,117.89030918612437,41.524405474371335,99.6017068126847,106.93280600451855,41.524405474371335,100.36246808443882,113.9500987274693,41.524405474371335,96.49075732939399,130.4516193843526,49.64444833010031,72.5011465426582,72.59666831198247,49.79423912462163,72.59666831198247,107.85464755864719,49.79423912462163,72.59666831198247,107.85464755864719,41.390352136699676,99.7102364353831,116.36848800255162,54.28145401516065,98.0039093608005,140.3891911793782,54.28145401516065,102.44083658385459,142.98819881374826,76.97009971410976,100.913948490781,76.98559118432487,101.41314017423974,72.48407583738651,95.59184719420375,72.48407583738651,96.49075732939399,83.7266758566229,94.21534508772974,70.21354036081644,94.21534508772974,82.05733513830435,97.12109065491387,82.40210100476807,97.27086537088071,70.07946382500367,85.21089278959586,55.187464609275175,85.21089278959586,77.61894903952255,107.85464755864719,62.68645188555498,92.62818820423942
4.0,33.777155741713955,52.67381939825514,148.03926843915434,52.67381939825514,72.66915611179202,128.01611226716736,52.67381939825514,72.36042599377093,92.80485574580675,42.00709761456985,92.08564627562757,114.58457575084005,42.00709761456985,97.78803607803972,115.58168107446785,42.00709761456985,98.24192714925739,118.07465858515111,35.57198687169442,55.2282196888511,90.25046398772696,55.2282196888511,90.25046398772696,89.64235187677752,55.2282196888511,90.25046398772696,125.0924658003031,41.86706641263512,88.5943353155268,116.57883598664039,41.85739182032249,113.05142635101956,123.0980300411018,41.85739182032249,115.58168107446785,135.53274512087475,42.60594148707431,82.64857076804172,82.73700048950289,42.60594148707431,82.73700048950289,117.9729841955352,42.60594148707431,82.73700048950289,100.44463649195013,43.66327117841722,99.6300971092571,104.53767263527537,44.11237071389385,100.22857002870987,110.55824256924492,44.11237071389385,100.16861409643242,130.0447038521754,37.58324094593227,37.58324094593227,72.66915611179202,37.58324094593227,72.66915611179202,107.96121988936584,37.58324094593227,72.66915611179202,107.96121988936584,51.476123105766234,99.43930938014402,120.49948132668456,55.38728419050712,100.44463649195013,139.62673454607466,55.38728419050712,100.47698741502951,140.1253902759953,85.29139024544037,103.47040639719165,67.25162637438592,103.47040639719165,71.49140682627528,92.07562788273562,71.49140682627528,92.07562788273562,76.205683843136,94.30199494178264,76.17201749986671,94.30199494178264,81.85829982353653,94.3208420763937,81.87891212027674,93.70312828289137,55.2282196888511,85.29139024544037,55.2282196888511,85.29139024544037,77.62822457070624,92.80485574580675,62.751025888028316,92.73767438317611
5.0,32.730433086043945,72.75456171265138,148.21648019029462,52.748518936554035,72.66853686431288,112.7635801134391,52.748518936554035,72.75456171265138,92.8625395409796,42.060625886926594,80.12899756018416,168.2724724962464,41.936335676832805,94.45385778251728,111.2233114054783,41.936335676832805,94.60333635765706,148.21648019029462,27.64988697987751,55.302316859241984,90.35635699827655,55.302316859241984,90.35635699827655,90.35635699827655,55.302316859241984,90.35635699827655,124.13349668804146,41.911111295216216,89.75823778350374,135.67654550437229,41.911111295216216,111.2233114054783,111.2233114054783,41.911111295216216,111.2233114054783,135.67654550437229,42.56102971028779,62.826278339561064,118.15297287838338,42.65871833517739,82.83239855274023,118.15297287838338,42.65871833517739,62.52724406208864,138.20862852948076,44.81524573178195,98.06633596703814,150.7485489150725,46.27117083022646,100.02205381814554,115.70490482257007,46.27117083022646,100.02205381814554,115.70490482257007,37.662979170532964,72.15647060382041,72.75456171265138,37.662979170532964,72.65522176691776,108.10469462516417,37.662979170532964,72.75456171265138,108.10469462516417,52.138433520772374,96.40957550990463,111.2233114054783,55.190726123145005,100.19691237757779,111.2233114054783,55.190726123145005,100.32101599365907,111.2233114054783,85.39816303644945,103.57907607234195,67.33588382133259,103.57907607234195,70.83598132305362,83.16800015631011,70.83598132305362,80.30290312311254,55.34014139844603,94.41740438076022,58.00570015093344,94.41740438076022,72.33056926362462,94.41740438076022,72.33056926362462,94.41740438076022,55.302316859241984,85.39816303644945,54.89190514092219,85.39816303644945,77.76201675625445,123.31109033659544,62.75532845902409,92.92212465285111
6.000000000000001,32.78400905929597,93.05399642143264,133.0700003757421,52.82907580111542,93.05399642143264,89.74043820931566,52.82907580111542,72.87414665023529,91.8596007502754,41.978163966519546,98.03879971725479,218.6552652007264,41.87566417383729,97.88951041863474,98.03879971725479,41.87566417383729,97.725719490828,148.43559209300173,23.323191248197578,55.27749315951294,90.50141573478285,55.381596672540965,90.50141573478285,90.50141573478285,55.381596672540965,90.50141573478285,125.84762611984384,41.978163966519546,90.1951010310427,135.8974797411637,41.978163966519546,98.6957255913345,135.8974797411637,41.978163966519546,100.48639833330678,135.8974797411637,23.323191248197578,62.91896574165853,118.33480046038866,42.72459771606984,82.96403588302584,141.91766979484973,42.72459771606984,62.91896574165853,177.6390300581491,37.353463694816845,95.4137372184949,150.9722656649227,46.948442466177724,95.97134989151711,115.45616051125207,46.948442466177724,95.97134989151711,115.79777631716422,37.75428783595315,71.87528260814004,72.87414665023529,37.75428783595315,72.11311427195471,108.28492508193372,37.75428783595315,72.87414665023529,108.28492508193372,46.08357896257624,92.21822623538147,161.02212580884654,54.53165365180117,98.6957255913345,110.77285317260723,54.53165365180117,110.77285317260723,110.77285317260723,85.53111276021141,103.75752984723566,67.44139122230501,103.75752984723566,61.42614467797893,82.6414923025958,61.42614467797893,80.71010624450943,56.889069688297766,94.5614681040856,58.32444813283705,94.5614681040856,72.41171348614809,94.17330433833146,72.41171348614809,94.47172195953664,55.27749315951294,85.53111276021141,54.24952764771321,85.53111276021141,62.02323153464353,132.86318150639025,46.54703266589611,132.36549777037823
7.0,32.84845886795909,93.18423284011088,128.59869750506806,32.84845886795909,73.00124142780038,112.65489336908539,32.84845886795909,73.00124142780038,152.78457055606106,43.56576924604912,98.1758626139847,168.85089576309628,46.35521815286818,98.1758626139847,168.85089576309628,46.35521815286818,97.91479076217239,133.30650771811554,55.492398128031915,90.6591487385581,90.6591487385581,55.492398128031915,90.6591487385581,90.6591487385581,55.492398128031915,90.6591487385581,124.07104819416978,42.20747860273106,85.70744570922645,136.16396366146222,42.20747860273106,85.72503280839267,136.16396366146222,42.20747860273106,85.72503280839267,136.16396366146222,22.72710386300903,63.046143815462656,118.55009489663009,42.80351913102473,83.12253755751205,153.77784300737216,42.80351913102473,63.046143815462656,177.90622529861062,46.2064524714893,85.42714000831351,186.20720984967258,47.34264726438521,85.42714000831351,85.42714000831351,47.34264726438521,85.42714000831351,116.00915912116595,37.769034936042516,71.43473419842759,72.9050152595828,37.769034936042516,71.99351533297981,108.50172809683724,37.769034936042516,73.00124142780038,108.50172809683724,44.36413247207703,110.98479625606383,161.34319012589282,53.57383923147565,85.42714000831351,110.98479625606383,53.57383923147565,110.98479625606383,110.98479625606383,67.5680490320684,85.66805851657897,67.5680490320684,85.59396152766853,61.52167301041155,104.59266226652805,61.52167301041155,81.91325442197984,94.72859256845315,94.73405538664541,57.49961956395885,123.07771934838571,72.47662554230847,93.48195681520578,72.55419526119768,93.98460645233345,85.64914623042077,100.93624225222574,54.134104315117284,100.93624225222574,78.1363951689608,133.24460589457271,46.03863866362688,132.1916222761488
8.0,32.92371865388234,89.77427944572989,120.56377980139807,32.92371865388234,73.16748765674546,127.98681572724591,32.92371865388234,72.91057022133347,151.81608939766562,43.571966331576085,98.43017829913751,169.21916262645905,45.693284517530586,98.43017829913751,169.21916262645905,45.693284517530586,98.11679902035124,98.43017829913751,55.60297878711175,53.563338674880974,90.86094458016602,55.60297878711175,90.86094458016602,90.81388247399182,55.60297878711175,90.86094458016602,124.02671083278796,42.598019320151494,85.87503275108546,136.47573044318173,56.663579572773195,85.87503275108546,136.47573044318173,56.663579572773195,85.87503275108546,136.47573044318173,22.7834643985501,63.17591511011138,118.79867423502671,42.8954105936754,83.28803185332212,154.58209792857645,42.8954105936754,62.4732442730486,179.32965454714957,46.13871747242222,116.25456980265335,151.60845952650533,47.242737537107224,80.72069901828154,151.60845952650533,47.242737537107224,80.72069901828154,116.25456980265335,37.90118731649445,71.38369036411608,72.37970191980622,37.90118731649445,73.16748765674546,108.688200831553,37.90118731649445,73.16748765674546,73.16748765674546,43.27506499128568,111.23230196305389,161.65279150079655,52.35419037670241,74.1198101049915,111.23230196305389,52.35419037670241,74.1198101049915,111.23230196305389,67.71573856940498,113.77664523090844,67.71573856940498,113.77664523090844,61.66924881981294,103.66592979373696,61.66924881981294,83.75381334602024,58.02160158079057,111.72790609333015,58.63609170127218,129.90044264743673,72.70165919702245,93.40177327010446,72.70165919702245,92.34987818075344,91.0697054458836,101.12183245966224,90.58214503973727,101.12183245966224,78.30208330561838,124.52158447433922,63.17591511011138,124.02671083278796
9.0,53.1615109830411,93.65845530436641,108.968458739215,33.00971447922566,93.65845530436641,128.43724148392474,33.00971447922566,73.33581151115735,149.4912204779933,43.069203034186735,149.4159462708047,149.4159462708047,44.89400015592284,98.66494438249079,149.4159462708047,44.89400015592284,98.66494438249079,98.66494438249079,55.75007847528109,55.75007847528109,91.09218544968608,55.75007847528109,91.05883400307738,91.09218544968608,55.75007847528109,91.09218544968608,123.91579802430358,50.064957804835906,86.08569131975418,136.75754092553726,58.78363930550745,86.08569131975418,136.75754092553726,58.78363930550745,86.08569131975418,136.75754092553726,22.82588990598176,79.10626555463227,107.72244427230567,43.00018895307322,83.37119556537498,139.45653444711726,43.00018895307322,122.12135357913455,159.52781889062484,45.83046203127348,116.53379338200573,151.96257763015208,52.41990318571754,80.93087328084381,151.96257763015208,52.41990318571754,80.93087328084381,114.79165910465795,37.993700135680385,71.68187532424079,72.59418881701205,37.993700135680385,73.33581151115735,108.968458739215,37.993700135680385,73.33581151115735,108.968458739215,42.47689077604433,111.51513350213952,162.0744427724495,51.25710926300858,65.51214582045073,111.51513350213952,51.25710926300858,65.51214582045073,111.51513350213952,94.73215531169973,115.05053237599554,67.8843225641974,115.54490469077379,61.73780243902434,108.47407524381114,61.81720027629851,82.87096144006054,58.384597712067865,123.67952538718767,58.78363930550745,126.87641624825316,72.8908173228974,101.47967776850693,72.85839862363157,100.77527598572975,80.53149228717919,101.31525674842855,90.94386317943614,99.88654188628216,92.91679745880182,120.30014546957123,63.118192702262945,109.69560155266026
